What,Where,When,How_Much
Jam-session pÃ¥ Lipperts.,"Medborgerhuset Lipperts, Taastrup Hovedgade 71, Taastrup","Wed 3 January 2018, 6 pm.",(Free admission)

NytÃ¥rskoncert 2018.,"Taastrup Teater & Musikhus, Kjeld Abells Plads 1, Taastrup","Wed 3 January 2018, 7.30 pm.",(Entrance fee: 395 - 455 DKK. + gebyr)

KÃ¦rlighed i tekst og Tone.,"Sundby Kirke, Amagerbrogade 71, Copenhagen S","Wed 3 January 2018, 8 pm  - 9 pm.", 

Orgelmesterkoncert.,"Grundtvigs Kirke, PÃ¥ Bjerget 14B, Copenhagen NV","Thur 4 January 2018, 7.30 pm  - 9 pm.", 

Duellen - Morricone trÃ¦kker fÃ¸rst.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Thur 4 January 2018, 8 pm.",(Entrance fee: 135 - 500 DKK)

"""The music of Dave Brubeck &amp; Paul Desmond"".","Jazzcup, Gothersgade 107, Copenhagen K","Fri 5 January 2018, 3.30 pm.","(Entrance fee: 120,-(100,-))"

NytÃ¥rskoncert.,"Trinitatis Kirke, LandemÃ¦rket 2, Copenhagen K","Fri 5 January 2018, 4.30 pm  - 5.30 pm.", 

Duellen - Morricone trÃ¦kker fÃ¸rst.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Fri 5 January 2018, 6.30 pm  & 9 pm.",(Entrance fee: 135 - 500 DKK)

P6 Beat.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Fri 5 January 2018, 7.30 pm.",(Entrance fee: 245 - 345 DKK)

Helligtrekongersaften 2018.,"Holmens Kirke, Holmens Kanal 21, Copenhagen K","Fri 5 January 2018, 7.30 pm  - 10 pm.", 

Ridin' Thumb NytÃ¥rsfunk.,"EllegÃ¥rden, Stavnsholtvej 168, Farum","Fri 5 January 2018, 9 pm.","(Entrance fee: Entre billet 250 DKK, Entre + Jazzmenu 400 DKK)"

Himlens hvide stilhed.,"Helligaandskirken, Niels Hemmingsens Gade 5, Copenhagen K","Fri 5 January 2018, 9 pm.",(Free admission)

Orgelkoncert 'La NativitÃ© du Seigneur'.,"Vor Frue Kirke - KÃ¸benhavns Domkirke, NÃ¸rregade 8, Copenhagen K","Sat 6 January 2018, 12 am.",(Free admission)

Edisons.,"Viggos Vinstue, Frederiksborgvej 86, Copenhagen NV","Sat 6 January 2018, 2 pm.",(Free admission)

NytÃ¥rsfest for sognets seniorer.,"BrÃ¸ndbyÃ¸ster Kirke, BrÃ¸ndbyÃ¸stervej 117 B, BrÃ¸ndby","Sat 6 January 2018, 2 pm  - 3.30 pm.", 


"""Tranquebar"".","Jazzcup, Gothersgade 107, Copenhagen K","Sat 6 January 2018, 2.30 pm.","(Entrance fee: 90,-(70,-))"

Helligtrekongerskoncert.,"Davidskirken, Koldinggade 11, Copenhagen Ã˜","Sat 6 January 2018, 4 pm  - 5 pm.", 

Dissing & Las synger Dylan feat. Dan Hemmer pÃ¥ kirkeorgel.,"Christians Kirke, Strandgade 1, Copenhagen K","Sat 6 January 2018, 5 pm.","(Entrance fee: 225,00 DKK)"

NytÃ¥rskoncert - At The Sands.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Sat 6 January 2018, 8 pm.", 

NytÃ¥rskoncert: Trio From Hell.,"Kulturhuset PilegÃ¥rden, BrÃ¸nshÃ¸jvej 17, BrÃ¸nshÃ¸j","Sun 7 January 2018, 2 pm  - 4 pm.",(Entrance fee: 130 DKK.)

NytÃ¥rs souljazz-lounge v/AN lok. 3+4.,"Taastrup Nykirke, Taastrup Hovedgade 34, Taastrup","Sun 7 January 2018, 2 pm  - 4 pm.", 

SÃ¸ndagsbal med RÃ¸dovre Palmehaveorkester.,"RÃ¸dovregaard, Kirkesvinget 1, RÃ¸dovre","Sun 7 January 2018, 2 pm  - 5 pm.",(Entrance fee: 50 DKK.)

NytÃ¥rskoncert - At The Sands.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Sun 7 January 2018, 3 pm.", 

La NativitÃ© du Seigneur.,"Vor Frelsers Kirke, Sankt AnnÃ¦ Gade 29, Copenhagen K","Sun 7 January 2018, 3 pm.",(Free admission)

NytÃ¥rskoncert - RÃ¸dovre Musikpris 2018.,"Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre","Sun 7 January 2018, 3 pm.","(Entrance fee: 160,00 DKK)"

Koncert med pianist Laurits Dragsted.,"Lundehus Kirke, StrÃ¸damvej 1, Copenhagen Ã˜","Sun 7 January 2018, 3 pm  - 4 pm.", 

NytÃ¥rskoncerten 2018.,"Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C","Sun 7 January 2018, 4 pm.","(Entrance fee: 420,00 dkk - 490,00 dkk)"

Conviviums julekoncert.,"Stavnsholtkirken, Stavnsholtvej 25, Farum","Sun 7 January 2018, 4 pm  - 5.30 pm.", 

NytÃ¥rsjazz.,"Nazaret Kirke, Ryesgade 105, Copenhagen Ã˜","Sun 7 January 2018, 7.30 pm  - 8.30 pm.", 

Ensemble StorstrÃ¸m.,"Taastrup Musikforening, Taastrup Kulturcenter, Poppel AllÃ© 12, Taastrup","Mon 8 January 2018, 7.30 pm.", 

NytÃ¥rskoncert med The Nordic Singers.,"Strandmarkskirken, Strandmarksvej 38, Hvidovre","Tues 9 January 2018, 7 pm  - 9 pm.", 

Depeche Mode - Global Spirit Tour - Udsolgt/venteliste.,"Royal Arena, Hannemanns AllÃ© 18-20, Copenhagen S","Tues 9 January 2018, 8 pm.","(Entrance fee: 540,00 dkk - 750,00 dkk)"

Jazz: BerÃ¸mte Trioer.,"Bibliografen, BagsvÃ¦rd Hovedgade 116 P, BagsvÃ¦rd","Wed 10 January 2018, 7 pm.", 

Radio Mercur.,"Glostrup Bibliotek, KildevÃ¦ldets AllÃ© 5, Glostrup","Wed 10 January 2018, 7 pm  - 9 pm.",(Entrance fee: 30kr for medlemmer 50kr for gÃ¦ster)

"Juleoratoriet, II.","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Thur 11 January 2018, 7.30 pm.",(Entrance fee: 73 - 452 DKK)


NytÃ¥rskoncert Prinsens Musikkorps.,"Taastrup Teater & Musikhus, Kjeld Abells Plads 1, Taastrup","Thur 11 January 2018, 7.30 pm.",(Entrance fee: 195-230 DKK + evt. gebyr)

NytÃ¥rskur (med tilbehÃ¸r).,"Telefonfabrikken - Gladsaxe Kulturhus, Telefonvej 8, SÃ¸borg","Thur 11 January 2018, 7.30 pm  - 10 pm.",(Entrance fee: Medlemmer gratis gÃ¦ster 50 DKK.)

Kim Larsen &amp; Kjukken - Udsolgt.,"Amager Bio, Ã˜resundsvej 6, Copenhagen S","Thur 11 January 2018, 9 pm.","(Entrance fee: 395,00 DKK)"

BÃ¼low/BÃ¼low/Franck Trio.,"Jazzcup, Gothersgade 107, Copenhagen K","Fri 12 January 2018, 3.30 pm.","(Entrance fee: 100,-(80,-))"

Fredagskoncert: Orgel.,"Trinitatis Kirke, LandemÃ¦rket 2, Copenhagen K","Fri 12 January 2018, 4.30 pm  - 5.30 pm.", 

FredagscafÃ©rock i Taastrup Medborgerhus.,"Medborgerhuset Lipperts, Taastrup Hovedgade 71, Taastrup","Fri 12 January 2018, 6 pm  - 11.30 pm.",(Entrance fee: 155)

"Juleoratoriet, II.","Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Fri 12 January 2018, 7.30 pm.",(Entrance fee: 73 - 452 DKK)

DiamanEnsemblets NytÃ¥rskoncert.,"Det Kongelige Bibliotek/Den Sorte Diamant, SÃ¸ren Kierkegaards Plads 1, Copenhagen K","Fri 12 January 2018, 7.30 pm.",(Entrance fee: 130 - 260 DKK)

Ramslag Folkets Hus Spillefolk.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Fri 12 January 2018, 8 pm.",(Entrance fee: Kr 30)

New Orleans New Year Jazz Event #6 - DAY 1.,"Pumpehuset, StudiestrÃ¦de 52, Copenhagen V","Fri 12 January 2018, 8 pm.",(Entrance fee: 150)

Kim Larsen &amp; Kjukken - Udsolgt.,"Amager Bio, Ã˜resundsvej 6, Copenhagen S","Fri 12 January 2018, 9 pm.","(Entrance fee: 395,00 DKK)"

Julie Maria.,"Beta, Ã˜resundsvej 6, Copenhagen S","Fri 12 January 2018, 9 pm.","(Entrance fee: 125,00 DKK)"

Mads Mathias Trio.,"Skovshoved Hotel, Strandvejen 267, Charlottenlund","Sat 13 January 2018, 12.30 am.","(Entrance fee: 490,00 DKK)"

"Andreas Fryland ""Standard Quartet"" feat. Per MÃ¸llehÃ¸j, Jakob Roland &amp; Rolf Tofte.","Jazzcup, Gothersgade 107, Copenhagen K","Sat 13 January 2018, 2.30 pm.","(Entrance fee: 90,-(70,-))"

Satie med venner 2018 - NytÃ¥rskoncert 1.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Sat 13 January 2018, 3.00 pm.",(Entrance fee: 100 DKK.)

NytÃ¥rskoncert.,"Det Kongelige Danske Musikkonservatorium (DKDM), RosenÃ¸rns AllÃ© 22, Frederiksberg C","Sat 13 January 2018, 4 pm.","(Entrance fee: Abonnement: 168-328 DKK, LÃ¸ssalg: 210-410 DKK)"

When Copenhell Freezes Over.,"VEGA, Enghavevej 40, Copenhagen V","Sat 13 January 2018, 7 pm.","(Entrance fee: 165,00 DKK)"

70'er Galla - Jomfruburet Reunion.,"Kulturhuset Kilden, NygÃ¥rds Plads 31, BrÃ¸ndby","Sat 13 January 2018, 7 pm.",(Entrance fee: Billetter 150-300 DKK)

Koncert: Beethoven#1.,"Husum Kirke, Korsager AllÃ© 14, BrÃ¸nshÃ¸j","Sat 13 January 2018, 7 pm  - 10 pm.", 

P6 BEAT Rocker Koncerthuset.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Sat 13 January 2018, 7.30 pm.",(Entrance fee: 255 - 295 DKK)


Repeatles.,"Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre","Sat 13 January 2018, 8 pm.","(Entrance fee: 200,00 DKK)"

New Orleans New Year Jazz Event #6 - DAY 2.,"Pumpehuset, StudiestrÃ¦de 52, Copenhagen V","Sat 13 January 2018, 8 pm.",(Entrance fee: 150)

Brian Troy &amp; Elvis On My Mind.,"Galaksen, Bymidten 48, VÃ¦rlÃ¸se","Sat 13 January 2018, 8 pm.",(Entrance fee: 160 - 300 DKK)

Best of Bowie live.,"K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S","Sat 13 January 2018, 8.30 pm.",(Entrance fee: Entre 125 DKK + gebyr / i dÃ¸r 150 DKK)

Erik Stig + LÃ¸v.,"Kulturstationen VanlÃ¸se, Frode Jakobsens Plads 4 / Jernbane AllÃ© 38, VanlÃ¸se","Sat 13 January 2018, 8.30 pm.",(Entrance fee: 70 DKK inkl. gebyr.)

Kim Larsen &amp; Kjukken - Udsolgt.,"Amager Bio, Ã˜resundsvej 6, Copenhagen S","Sat 13 January 2018, 9 pm.","(Entrance fee: 395,00 DKK)"

Bajazzerne.,"Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre","Sun 14 January 2018, 12 am.", 

NytÃ¥rskoncert.,"SofiekÃ¦lderen, Overgaden Oven Vandet 32, Copenhagen K","Sun 14 January 2018, 3 pm.","(Entrance fee: 100,-/70,-)"

MusikhÃ¸jskolens NytÃ¥rskoncert.,"Frederiksberg RÃ¥dhus, Smallegade 1, Frederiksberg","Sun 14 January 2018, 3 pm.",(Free admission)

Nordic Singers.,"Sankt Jakobs Kirke, Ã˜sterbrogade 59, Copenhagen Ã˜","Sun 14 January 2018, 4 pm  - 5 pm.", 

PalÃ¦ Bar Jazz.,"PalÃ¦ Bar, Ny Adelgade 5, Copenhagen K","Sun 14 January 2018, 5 pm  - 8 pm.",(Free admission)

Stereo.,"Galaksen, Bymidten 48, VÃ¦rlÃ¸se","Mon 15 January 2018, 7.30 pm.",(Entrance fee: 135 - 165 DKK)

Den Gule Kulturcafe: Jazz med Boysen/Andersen Band - Feat. Susanne Overgaard.,"KU.BE, Dirch Passers AllÃ© 4, Frederiksberg","Wed 17 January 2018, 2.30 pm, dÃ¸rene Ã¥bner 2 pm.",(Free admission)

Onsdags-jazz pÃ¥ Lipperts.,"Medborgerhuset Lipperts, Taastrup Hovedgade 71, Taastrup","Wed 17 January 2018, 6 pm.",(Free admission)

NytÃ¥rskoncert.,"Gentofte Hovedbibliotek, Ahlmanns AllÃ© 6, Hellerup","Wed 17 January 2018, 7 pm.",(Entrance fee: Standard 150 DKK)

"Kammermusikforeningen af 1911, Mathias Hedegaard tenor m. Tove LÃ¸nskov klaver.","Garnisonskirken, Sankt AnnÃ¦ Plads 4, Copenhagen K","Wed 17 January 2018, 7.30 pm.",(Entrance fee: Ikke.medlemmer 130 DKK.)

Debutkoncert - Nordic String Quartet.,"Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C","Wed 17 January 2018, 7.30 pm.",(Free admission)

Jazz Lounge.,"Kulturhuset PilegÃ¥rden, BrÃ¸nshÃ¸jvej 17, BrÃ¸nshÃ¸j","Thur 18 January 2018, 1 pm  - 4 pm.",(Free admission)

Fyraftenskoncert.,"SÃ¸borg Kirkes sognegÃ¥rd, FrÃ¸dings AllÃ© 2, SÃ¸borg","Thur 18 January 2018, 5.30 pm  - 6.30 pm.", 

Saraste &amp; Brahms' 1.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Thur 18 January 2018, 7.30 pm.",(Entrance fee: 85 - 497 DKK)


NytÃ¥rskoncert med KÃ¸benhavns Kantatekor og -orkester.,"StengÃ¥rd Kirke, Triumfvej 2, Kongens Lyngby","Thur 18 January 2018, 7.30 pm  - 11 pm.", 

August Rosenbaum (DK) with full band.,"VEGA, Enghavevej 40, Copenhagen V","Thur 18 January 2018, 8 pm.",(Entrance fee)

Wang Wen (CN).,"Ideal Bar, Enghavevej 40, Copenhagen V","Thur 18 January 2018, 9 pm.","(Entrance fee: 135,00 DKK)"

Francesco Signa Quintet feat Bob Rockwell.,"Jazzcup, Gothersgade 107, Copenhagen K","Fri 19 January 2018, 3.30 pm.","(Entrance fee: 120,-(100,-))"

Fredagkoncert: Kammermusik.,"Trinitatis Kirke, LandemÃ¦rket 2, Copenhagen K","Fri 19 January 2018, 4.30 pm  - 5.30 pm.", 

Cphphil Stjerneviolinist.,"Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C","Fri 19 January 2018, 7.30 pm.",(Entrance fee: 210-410 DKK + evt. gebyr)

MusikhÃ¸jskolens Kulturaften.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Fri 19 January 2018, 7.30 pm.",(Free admission)

P2 Prisen.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Fri 19 January 2018, 7.30 pm.",(Entrance fee: 73 - 125 DKK)

Ã…rets Unge Jazzkomponist 2018 &amp; Leo Mathisen Prisen.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Fri 19 January 2018, 8 pm.",(Entrance fee: 110 - 200 DKK)

$uicideboy$ (US).,"VEGA, Enghavevej 40, Copenhagen V","Fri 19 January 2018, 8 pm.","(Entrance fee: 215,00 DKK)"

"Wild Wax Combo med Frank Rothstein, Frede Norbrink og Jesper Agerschou.","Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre","Fri 19 January 2018, 8 pm.","(Entrance fee: 140,00 DKK)"

Drab Majesty (US).,"Ideal Bar, Enghavevej 40, Copenhagen V","Fri 19 January 2018, 8 pm.",(Entrance fee)

Cod Roe Blues Band.,"K-I-B, Kulturhuset Islands Brygge, Islands Brygge 18, Copenhagen S","Fri 19 January 2018, 8 pm  - 10 pm.",(Entrance fee: 100kr. + gebyr - 120kr. i dÃ¸ren)

Wolf Alice (UK).,"VEGA, Enghavevej 40, Copenhagen V","Fri 19 January 2018, 9 pm.","(Entrance fee: 220,00 DKK)"

Duo Adore i Natkirken.,"Helligaandskirken, Niels Hemmingsens Gade 5, Copenhagen K","Fri 19 January 2018, 9 pm.",(Free admission)

VinÃ¸s matine.,"Helligaandskirken, Niels Hemmingsens Gade 5, Copenhagen K","Sat 20 January 2018, 2 pm  - 3.30 pm.", 

Nulle/Kaspersen Duo.,"Jazzcup, Gothersgade 107, Copenhagen K","Sat 20 January 2018, 2.30 pm.","(Entrance fee: 100,-(80,-))"

Saraste &amp; Brahms' 1.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Sat 20 January 2018, 3 pm.",(Entrance fee: 85 - 497 DKK)

Satie med venner 2018 - NytÃ¥rskoncert 2.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Sat 20 January 2018, 3.00 pm.",(Entrance fee: 100 DKK.)

NytÃ¥rskoncert 2018.,"Store Magleby Kirke, Kirkevej 2, DragÃ¸r","Sat 20 January 2018, 4 pm  - 6 pm.", 


NytÃ¥rskoncert.,"Virum Kirke, Kirkebakken 10, Virum","Sat 20 January 2018, 4 pm  - 6 pm.", 

Kim Larsen &amp; Kjukken - Udsolgt!,"Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre","Sat 20 January 2018, 8 pm.","(Entrance fee: 400,00 DKK)"

Det Ã…bne Hus spiller op til folkedans pÃ¥ Stades Krog 9.,"Lyngby SognegÃ¥rd, Stades Krog 9, Kongens Lyngby","Sat 20 January 2018, 8 pm.",(Entrance fee: 40 DKK)

AuÃ°n (IS) + Support.,"Beta, Ã˜resundsvej 6, Copenhagen S","Sat 20 January 2018, 9 pm.","(Entrance fee: 95,00 DKK)"

"Arild Kvartetten spiller Beethoven, LvB#1.","Det Kongelige Teater - Gamle Scene, Kongens Nytorv, Copenhagen K","Sun 21 January 2018, 12 am.",(Entrance fee: 200 DKK)

Jazz Menu - ForÃ¥r 2018.,"IshÃ¸j Kultur CafÃ©, IshÃ¸j Ã˜stergade 28, IshÃ¸j","Sun 21 January 2018, 1 pm.",(Entrance fee: 110 DKK)

Orgelkoncert: AejiChoi.,"Sct. Thomas kirke, Rolighedsvej 16, Frederiksberg C","Sun 21 January 2018, 3 pm.",(Free admission)

NytÃ¥rskoncert.,"HÃ¸jdevangskirken, Irlandsvej 45, Copenhagen S","Sun 21 January 2018, 4 pm  - 5 pm.", 

NytÃ¥rskoncert 2018.,"Store Magleby Kirke, Kirkevej 2, DragÃ¸r","Sun 21 January 2018, 4 pm  - 6 pm.", 

The Bootleg Beatles in Concert.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Sun 21 January 2018, 8 pm.",(Entrance fee: 390 - 445 DKK)

Iron &amp; Wine.,"VEGA, Enghavevej 40, Copenhagen V","Mon 22 January 2018, 8 pm.","(Entrance fee: 270,00 DKK)"

Sigrid.,"VEGA, Enghavevej 40, Copenhagen V","Mon 22 January 2018, 9 pm.",(Entrance fee: 180 DKK)

Vinterjazz og Sildebord med South Coast Stompers.,"Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre","Tues 23 January 2018, 12.30 am.", 

Paddy Doyles Kvartet.,"Baltoppen Live, Baltorpvej 20, Ballerup","Tues 23 January 2018, 7.30 pm.",(Entrance fee: 140 DKK + evt. gebyr)

Joey Moe - Akustisk koncert.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Tues 23 January 2018, 8 pm.",(Entrance fee: 220 - 270 DKK)

Alt-j.,"Forum Copenhagen, Julius Thomsens Plads 1, Frederiksberg C","Tues 23 January 2018, 8 pm.", 

TÃ¦t pÃ¥ Lis SÃ¸rensen og alle balladerne.,"Restaurant BellahÃ¸j, BellahÃ¸jvej 20, BrÃ¸nshÃ¸j","Wed 24 January 2018, 6 pm.","(Entrance fee: 970,00 dkk - 995,00 dkk)"

Jazz: BerÃ¸mte Kvartetter.,"Bibliografen, BagsvÃ¦rd Hovedgade 116 P, BagsvÃ¦rd","Wed 24 January 2018, 7 pm.", 

Koncertserien 24 - koncerter med unge talenter.,"Metronomen, GodthÃ¥bsvej 33, Frederiksberg","Wed 24 January 2018, 7 pm.",(Free admission)

Troen pÃ¥ lyset - DR VokalEnsemble.,"Garnisonskirken, Sankt AnnÃ¦ Plads 4, Copenhagen K","Wed 24 January 2018, 7.30 pm.", 


The Lone Bellow.,"VEGA, Enghavevej 40, Copenhagen V","Wed 24 January 2018, 8 pm.","(Entrance fee: 220,00 DKK)"

Dermot Kennedy (IE).,"VEGA, Enghavevej 40, Copenhagen V","Wed 24 January 2018, 9 pm.",(Entrance fee)

Musikalsk underholdning med Steen Nielsen.,"Glostrup Bibliotek, KildevÃ¦ldets AllÃ© 5, Glostrup","Thur 25 January 2018, 1.30 pm.",(Entrance fee: 30 DKK.)

"ALL SWING &amp; BOSSA, Ole Schmidt, tenorsax og JÃ¸rgen Schaarup, guitar.","Argentinsk Vinbar Tango y Vinos, Herluf Trolles gade 9, Copenhagen K","Thur 25 January 2018, 7 pm  - 9 pm.", 

Alsop &amp; Hahn.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Thur 25 January 2018, 7.30 pm.",(Entrance fee: 85 - 497 DKK)

Syng Sammen Aften.,"Rheumhus, Albjergparken 4, BrÃ¸ndby Strand","Thur 25 January 2018, 7.30 pm.",(Free admission)

BlÃ¥ Mandag Jazz Band.,"Jonstruphus, Jonstrupvangvej 159, VÃ¦rlÃ¸se","Thur 25 January 2018, 7.30 pm.", 

Koncert med RÃ¸dovre Concert Band.,"Grundtvigs Kirke, PÃ¥ Bjerget 14B, Copenhagen NV","Thur 25 January 2018, 7.30 pm  - 9.15 pm.", 

Halfdanskerne.,"Telefonfabrikken - Gladsaxe Kulturhus, Telefonvej 8, SÃ¸borg","Thur 25 January 2018, 7.30 pm  - 10 pm.",(Entrance fee: Gratis adgang for alle)

Frida Asmussen &amp; Rasmus Ehlers Trio.,"Jazzcup, Gothersgade 107, Copenhagen K","Fri 26 January 2018, 3.30 pm.","(Entrance fee: 120,-(100,-))"

Fredagskoncert.,"Trinitatis Kirke, LandemÃ¦rket 2, Copenhagen K","Fri 26 January 2018, 4.30 pm  - 5.30 pm.", 

Alsop &amp; Hahn.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Fri 26 January 2018, 7.30 pm.",(Entrance fee: 85 - 497 DKK)

Cphphil Bernstein 100 Ã¥r.,"Det kgl. Danske Musikkonservatoriums Koncertsal, Julius Thomsensgade 1, Frederiksberg C","Fri 26 January 2018, 7.30 pm.",(Entrance fee: 210-410 DKK + evt. gebyr)

Vesterbro Kammerkor.,"Helligaandskirken, Niels Hemmingsens Gade 5, Copenhagen K","Fri 26 January 2018, 7.30 pm.",(Free admission)

Monique Thomas &amp; Burich-lÂ´Etienne New Orleans Ensemble.,"Baghuset, Sct. Jacobsvej 1, Ballerup","Fri 26 January 2018, 8 pm.",(Entrance fee: 120/80)

Route 66 - 60'er musik - Smokie Jam.,"EllegÃ¥rden, Stavnsholtvej 168, Farum","Fri 26 January 2018, 8.30 pm  - kl. 00.30.",(Entrance fee: 100/140)

Daniel Caesar.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Fri 26 January 2018, 9 pm.",(Entrance fee: 240 DKK)

Motor Mille &amp; band.,"Tivoli - Glassalen, Vesterbrogade 3, Copenhagen V","Sat 27 January 2018, 10 am  & 2 pm.",(Entrance fee: 125 - 200 DKK)

"Martin Lutz Group ""In Denmark I was born"" Concert &amp; Release.","Jazzcup, Gothersgade 107, Copenhagen K","Sat 27 January 2018, 2.30 pm.","(Entrance fee: 100,-(80,-))"

HÃ¦rens Officersskoles Kammerkoncert - elever pÃ¥ SÃ¦rligt Intensivt ForlÃ¸b.,"Frederiksberg Slot, Roskildevej 28, Frederiksberg","Sat 27 January 2018, 4 pm.",(Free admission)


Lis SÃ¸rensen.,"Skovshoved Hotel, Strandvejen 267, Charlottenlund","Sat 27 January 2018, 6.30 pm.","(Entrance fee: 1220,00 DKK)"

Joey Moe - Akustisk - Udsolgt!,"Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre","Sat 27 January 2018, 7 pm.","(Entrance fee: 285,00 DKK)"

Mike Andersen med band.,"IshÃ¸j Kultur CafÃ©, IshÃ¸j Ã˜stergade 28, IshÃ¸j","Sat 27 January 2018, 8 pm.",(Entrance fee: 175 DKK)

Allan Olsen solo.,"Det Kongelige Teater - Gamle Scene, Kongens Nytorv, Copenhagen K","Sat 27 January 2018, 8 pm.", 

Steppeulven 2018 - De danske musikkritikeres pris.,"Bremen Teater, Nyropsgade 39-41, Copenhagen V","Sat 27 January 2018, 8 pm.","(Entrance fee: 225,00 DKK)"

William Dion & Band.,"Kulturstationen VanlÃ¸se, Frode Jakobsens Plads 4 / Jernbane AllÃ© 38, VanlÃ¸se","Sat 27 January 2018, 8.30 pm.",(Entrance fee: 80 DKK. inkl. gebyr)

Jake Bugg - Solo Acoustic Tour.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Sat 27 January 2018, 9 pm.",(Entrance fee: 270 DKK)

Colter Wall (CA).,"VEGA, Enghavevej 40, Copenhagen V","Sat 27 January 2018, 9 pm.","(Entrance fee: 200,00 DKK)"

Marvelous Mosell.,"ForbrÃ¦ndingen, Vognporten 11, Albertslund","Sat 27 January 2018, 9 pm.",(Entrance fee: 199 DKK + evt. gebyr)

Erik KrÃ¸ller Andersens CPH Five.,"Kulturhuset Viften, RÃ¸dovre Parkvej 130, RÃ¸dovre","Sun 28 January 2018, 12 am.", 

James Rasmussen Trio (+sÃ¸ndagsbord).,"Kulturhuset PilegÃ¥rden, BrÃ¸nshÃ¸jvej 17, BrÃ¸nshÃ¸j","Sun 28 January 2018, 2 pm  - 4 pm.",(Entrance fee: 100 DKK.)

Koncert i SolgÃ¥rdens CafÃ©.,"SolgÃ¥rden plejehjem, Virumvej 125, Virum","Sun 28 January 2018, 2.30 pm.",(Free admission)

Din Danske Sang.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Sun 28 January 2018, 3 pm.", 

Anne Linnet.,"Galaksen, Bymidten 48, VÃ¦rlÃ¸se","Sun 28 January 2018, 3 pm.",(Entrance fee: 365 - 515 DKK)

Ord &amp; Musik i Husumvold Kirke: Grieg-Salon.,"Husumvold Kirke, Gadelandet 25, BrÃ¸nshÃ¸j","Sun 28 January 2018, 4 pm  - 10 pm.", 

NOAH - akustisk.,"Koncerthuset DR, DR Byen, Emil Holms Kanal 20, Copenhagen C","Mon 29 January 2018, 8 pm.",(Entrance fee: 245 - 295 DKK)

Rotting Christ / Carach Angren.,"Pumpehuset, StudiestrÃ¦de 52, Copenhagen V","Mon 29 January 2018, 8 pm.",(Entrance fee)

The Last Bandoleros (US).,"Amager Bio, Ã˜resundsvej 6, Copenhagen S","Mon 29 January 2018, 8 pm.","(Entrance fee: 170,00 DKK)"

Cults pÃ¥ Loppen.,"Loppen, Christiania, BÃ¥dsmandsstrÃ¦de 43, Copenhagen K","Mon 29 January 2018, 8.30 pm.",(Entrance fee: 160 DKK)

